name,city,country
Marca de Casco Airport,Sao Jose Do Rio Claro,BR
Fazenda Bahia Airport,Pedra Preta,BR
Fazenda Morro Branco Airport,Porto Esperidiao,BR
Fazenda Serra Vermelha Airport,Sambaiba,BR
Fazenda Eldorado - Agropecuaria Paleana S/A Airport,Bom Jesus Do Araguaia,BR
Fazenda Sao Sebastiao Airport,Aparecida Do Rio Doce,BR
Fazenda Kanaxue Airport,Sao Felix Do Araguaia,BR
Fazenda Santa Feliciana Airport,Bonito,BR
Fazenda Sete Ilhas Airport,Acreuna,BR
Fazenda Sao Jose do Piquiri Airport,Corumba,BR
Fazenda Santa Lucia Airport,Barao De Melgaco,BR
Fazenda Nossa Senhora Aparecida Airport,Sonora,BR
Fazenda Santo Ambrosio Airport,Chaves,BR
Santa Paula Airport,Ipigua,BR
Fazenda Lagoa do Campo Airport,Ribas Do Rio Pardo,BR
Fazenda Pontal do Lagoa Airport,Santa Rita Do Pardo,BR
Fazenda Mato Grosso Airport,Campos de Julio,BR
Santa Terezinha Airport,Aquidauana,BR
Piraquara Airport,Piraquara,BR
Santa Felicidade Airport,Itaituba,BR
Nossa Senhora da Conceicao Airport,Itaituba,BR
Fazenda Touro Branco Airport,Navirai,BR
Carmine Castaldo Airport,Tabapora,BR
Cara Preta Airport,Itaituba,BR
Fazenda Deposito Airport,Pacaraima,BR
Fazenda Itaipu Airport,Turvelandia,BR
Fazenda Sao Gabriel Airport,Balsas,BR
Fazenda Flores Airport,Tamboril,BR
Fazenda Santo Antonio Diamandore Airport,Corumba,BR
Muricoca Airport,Itaituba,BR
Fazenda Corrego Limpo Airport,Terenos,BR
Fazenda Guaira Airport,Balsas,BR
Fazenda Santa Genoveva Airport,Turvelandia,BR
Fazenda Chapadao Airport,Santa Rita Do Trivelato,BR
Fazenda Santa Luzia Airport,Sao Raimundo Das Mangabeiras,BR
Fazenda Chapeu de Pano Airport,Aquidauana,BR
Fazenda Sao Geraldo Airport,Aquidauana,BR
Fazenda MRV Airport,Monte Azul,BR
Fazenda Barra do Lagoa Airport,Santa Rita Do Pardo,BR
Aerojaco Airport,Sorriso,BR
Selva de Pedra Airport,Itaituba,BR
Fazenda Sao Francisco Airport,Peixoto De Azevedo,BR
Fazenda Santa Irene Airport,Sandovalina,BR
Fazenda Santa Ana Airport,Itauba,BR
Pista Santa Tereza Airport,Itaituba,BR
Serra Verde Airport,Jacareacanga,BR
Agrosserra Airport,Sao Raimundo Das Mangabeiras,BR
Fazenda Planeste Airport,Balsas,BR
Fazenda Santa Adelia Airport,Sao Jose Do Xingu,BR
Fazenda Primavera Airport,Campo Grande,BR
Fazenda Ribeirao Airport,Camapua,BR
Fazenda Dona Rosa S. Rezek Airport,Jatei,BR
Sao Paulo do Piaui Airport,Prado,BR
Fazenda Sao Matheus Airport,Selviria,BR
Candote Airport,Tres Lagoas,BR
Pista Comunidade Sao Domingos Airport,Itaituba,BR
Santos Dumont Airport,Novo Progresso,BR
Boa Esperanca Airport,Novo Progresso,BR
Fazenda Iporanga Airport,Mutunopolis,BR
Fazenda dos Tres Rios Airport,Unai,BR
Fazenda Royal Airport,Itapetininga,BR
Clube Aerodesportivo Selva Airport,Sinop,BR
Cirrus Sociedade Aerodesportiva Airport,Jaboticatubas,BR
Crispiano Airport,Monte Alegre De Goias,BR
Sitio Flor de Lys Airport,Junco Do Serido,BR
Fazenda Sansara Airport,Montes Claros,BR
Fazenda Malu Airport,Bom Jesus Do Araguaia,BR
Fazenda Bandeirante Airport,Nova Crixas,BR
Fazenda Annalu Airport,Deodapolis,BR
Fazenda Sao Raimundo Airport,Itaituba,BR
Joao Moteiro Airport,Vila Velha,BR
Fazenda Bororeo Airport,Barao De Melgaco,BR
Banaer de Jacupiranga Airport,Jacupiranga,BR
Fazenda Sapucai Airport,Tasso Fragoso,BR
Mata-Fome Airport,Itaqui,BR
Fazenda Estrela do Aripuana Airport,Aripuana,BR
Fazenda Sperafico Airport,Amambai,BR
Fazenda Santa Rita Airport,Diamantino,BR
Nelson Pizzani Airport,Monte Carlo,BR
Algodoeira Airport,Diamantino,BR
Fazenda Sao Jose Airport,Rosario Oeste,BR
Fazenda Frigorifico Atlas Airport,Santana Do Araguaia,BR
Guapirama Airport,Diamantino,BR
Luiz Eduardo Magalhaes Airport,Campo Verde,BR
Fazenda Santa Fe Airport,Santa Rita Do Trivelato,BR
Fazenda Espigao Airport,Diamantino,BR
Fazenda Bandeirantes Airport,Goiatuba,BR
Fazenda Vargem das Flores Airport,Joviania,BR
Fazenda Agua Doce Airport,Laguna Carapa,BR
Fazenda Mateira Airport,Santa Rita Do Pardo,BR
Fazenda Amazonas Airport,Nova Crixas,BR
Santa Helena Airport,Itaituba,BR
Fazenda Nossa Senhora da Candelaria Airport,Corumba,BR
Boa Vista Airport,Itaituba,BR
Fazenda Campo Augusta Airport,Corumba,BR
Fazenda Fazendinha Airport,Aquidauana,BR
Fazenda Uniao Suzanopolis Airport,Suzanopolis,BR
Fazenda Ilha Verde Airport,Corumba,BR
Aeroclube de Eldorado do Sul Airport,Eldorado Do Sul,BR
Fazenda Soledade Airport,Campo Alegre De Goias,BR
Fazenda Pouso Alegre Airport,Catalao,BR
Fazenda Antonio Andrade Airport,Itororo,BR
Fazenda Sao Francisco Airport,Canarana,BR
Comunidade Sao Leopoldo do Tapajos Airport,Itaituba,BR
Fazenda Nossa Senhora de Fatima Airport,Comodoro,BR
Fazenda Paiaguas Airport,Diamantino,BR
Fazenda Sao Joao Airport,Paranhos,BR
Fazenda Rancho do Planalto Airport,Alcinopolis,BR
Cimento Poty Airport,Caapora,BR
Usinas Braco Norte Airport,Guaranta Do Norte,BR
Fazenda Spartacus Airport,Taquarivai,BR
Fazenda Campo Helio Airport,Aquidauana,BR
Fazenda Araras Airport,Itai,BR
Fazenda Cruzeiro Airport,Rio Verde Do Mato Grosso,BR
Fazenda Sorriso Metalico Airport,Urutai,BR
Eletro Primavera LTDA Airport,Pimenta Bueno,BR
Fazenda Goias Barreiro Airport,Montividiu,BR
Fazenda Shangri-la Airport,Alta Floresta,BR
Tapura Airport,Tapura,BR
Santa Terezinha Airport,Tapajara,BR
Helibras Airport,Itajuba,BR
Mamuru Airport,Juruti,BR
Fazenda Salvacao Airport,Itaituba,BR
Fazenda Varginha Airport,Andradas,BR
Ilha do Caracara Airport,Pocone,BR
Parque Manoelito Argolo Airport,Entre Rios,BR
Fazenda Fenix Airport,Faria Lemos,BR
Nossa Senhora das Gracas Airport,Altonia,BR
Fazenda Encontro das Aguas Airport,Sao Manuel,BR
Fazenda Vista Alegre Airport,Aparecida Do Taboado,BR
Fazenda Vitoria Airport,Itaruma,BR
Fazenda Vera Cruz Airport,Barra Do Garcas,BR
Fazenda Douradinho Airport,Nova Andradina,BR
Fazenda Santa Ana Airport,Corumbiara,BR
Calcario Vale do Araguaia Airport,Cocalinho,BR
Fazenda Real Airport,Botucatu,BR
Fazenda Carolina Airport,Corumbiara,BR
Agropecuaria Equus Airport,Gaucha,BR
Fazenda Buriti Airport,Corumba,BR
Juara Sul Airport,Juara,BR
Fazenda Sao Jose do Rio Branco Airport,Pontes E Lacerda,BR
Fazenda Rio Preto Airport,Sao Felix Do Araguaia,BR
Fazenda Furnas Airport,Ribeirao Cascalheira,BR
Fazenda Agua Limpa Airport,Campo Novo Do Parecis,BR
Fazenda Paredao Airport,Vila Bela Da Santissima Trindade,BR
Fazenda Davilandia Airport,Montividiu Do Norte,BR
Fazenda F5 Airport,Tupaciguara,BR
Fazenda Santa Maria Airport,Acailandia,BR
Fazenda Renascenca Airport,Unai,BR
Fazenda Bela Manha Airport,Santa Clara D`Oeste,BR
Fazenda Sao Roque Airport,Reginopolis,BR
Araguacema Airport,Araguacema,BR
Fazenda Citricola Airport,Gaviao Peixoto,BR
Fazenda Acalanto Airport,Sao Desiderio,BR
Fazenda Ventura Airport,Sao Desiderio,BR
Fazenda Querubim Airport,Sao Desiderio,BR
Fazenda J.K. Airport,Mimoso De Goias,BR
Iriri Airport,Altamira,BR
Aldeia Pykany Airport,Altamira,BR
Fazenda Santa Luzia Airport,Corumba,BR
Fazenda Livramento Airport,Corumba,BR
Fazenda Sao Joao Airport,Aquidauana,BR
Fazenda Baluarte Airport,Lagoa Dos Patos,BR
Fazenda Barbacena Airport,Sao Pedro Do Ivai,BR
Severino Lopes Airport,Sao Jose Do Mipibu,BR
Joao Silva Airport,Santa Ines,BR
Fazenda Tres Barras Airport,Itaruma,BR
Comandante Vittorio Bonomi Airport,Mococa,BR
Fazenda Pingo D`Agua Airport,Pedro Gomes,BR
Usina Eldorado Airport,Rio Brilhante,BR
Fazenda Estrela D`Alva Airport,Canarana,BR
Fazenda Aracatuba Airport,Nova Crixas,BR
Fazenda Sao Marcus Airport,Pontal Do Araguaia,BR
Aero Agricola Cristalina Airport,Cristalina,BR
Fazenda Aparecida Airport,Penapolis,BR
Fazenda Sao Roberto Airport,Parauna,BR
Fazenda Serra Azul Airport,Baixa Grande,BR
Jatapu Airport,Urucara,BR
Estancia Santa Rita Airport,Cuiaba,BR
Fazenda Paraiso Airport,Nova Ubirata,BR
Fazenda Cruzeiro Airport,Uberaba,BR
Fazenda Jumbo Airport,Taquarussu,BR
Projeto Iriri Airport,Altamira,BR
Fazenda S.M. Airport,Jaborandi,BR
Fazenda Concordia Airport,Navirai,BR
Arenhart Airport,Uruguaiana,BR
Fazenda Paraiso Airport,Corumba,BR
Fazenda Campo Alegre Airport,Aquidauana,BR
Fabrica Fortaleza Airport,Eusebio,BR
Fazenda Sao Roque Airport,Aquidauana,BR
Nossa Senhora do Loreto Airport,Uruguaiana,BR
Fazenda Redencao Airport,Corumba,BR
Fazenda Canada Airport,Caracol,BR
Fazenda Bandeirantes Airport,Aquidauana,BR
Fazenda da Barra Airport,Camapua,BR
Cadete 56-147 Santana Airport,Palmeiropolis,BR
Fazenda Abath Airport,Corumba,BR
Fazenda Costa Rica Airport,Aquidauana,BR
Estancia Esmeralda Airport,Corumba,BR
Fazenda Santa Eliza Airport,Ribeirao Bonito,BR
Fazenda Bonanza Airport,Avai,BR
Satelite Aviacao Agricola Airport,Canarana,BR
Eldorado Airport,Itaituba,BR
Estancia Pousada dos Passaros Airport,Vera,BR
Pista PLA e Silva Airport,Santa Vitoria Do Palmar,BR
Fazenda Bom Jesus Airport,Corumba,BR
Fazenda Canada Airport,Acreuna,BR
Fazenda Agua Pe Airport,Corumba,BR
Fazenda Recreio Airport,Corumba,BR
Fazenda Sao Cristovao Airport,Corumba,BR
Fazenda Sao Francisco Airport,Corumba,BR
Fazenda Horita Airport,Sao Desiderio,BR
Fazenda Vitoria Airport,Sao Desiderio,BR
Fazenda Agronet Airport,Indiapora,BR
Fazenda Bacuri Airport,Riachao,BR
Frigo Estrela Airport,Estrela D`Oeste,BR
Fazenda Penedo Airport,Itaituba,BR
CIFI Airport,Cuiaba,BR
Tres Marias da Pitangueiras Airport,Santo Antonio Do Leverger,BR
Fazenda Cachoeira Airport,Araguacu,BR
Fazenda Campo Formoso Airport,Sandolandia,BR
Fazenda Macuco Airport,Eldorado,BR
Fazenda Brasil Novo Airport,Coxim,BR
Fazenda California Airport,Porteirao,BR
Fazenda Perobal Airport,Corumbiara,BR
Fazenda Quatrirmas Airport,Itatinga,BR
Fronteira Airport,Brasnorte,BR
Fazenda Triunfo Rio Turvo Airport,Nova Bandeirantes,BR
Tabuleiro Airport,Bananeiras,BR
Fazenda Gaia Airport,Monte Alegre De Minas,BR
Fazenda W. Egidio III Airport,Unai,BR
Fazenda Santo Angelo Airport,Sao Desiderio,BR
Aerorural Floramazon Airport,Aveiro,BR
Fazenda Ponte de Pedra Airport,Campo Novo Do Parecis,BR
Fazenda Busato I Airport,Sao Desiderio,BR
Fazenda Rio Brilhante Airport,Sao Desiderio,BR
Pista Nacoes Unidas Airport,Itaituba,BR
Aerodromo Nova Era Airport,Pantano Grande,BR
Aeropel Airport,Sao Borja,BR
Fazenda Cypi Airport,Corumba,BR
Namocoli Airport,Corumba,BR
Fazenda Rio liberdade Airport,Santana Do Araguaia,BR
Fazenda Agromar Airport,Sao Jose Do Rio Claro,BR
Eldorado Airport,Eldorado,BR
Condominio Fly-In Community Airport,Rondonopolis,BR
Fazenda Cavalgada Grande Airport,Crixas,BR
Salto Augusto Airport,Apiacas,BR
Araguatins Airport,Araguatins,BR
Estancia Floresta Airport,Sinop,BR
Da Praia Velha Airport,Camaqua,BR
Fazenda Barriguda Airport,Sao Domingos,BR
Fazenda Aracatuba Airport,Anaurilandia,BR
Fazenda Janaina Airport,Amambai,BR
Fazenda Modelo Airport,Brasilandia,BR
Fazenda Palmeira Airport,Ipiranga Do Norte,BR
Bunge Airport,Urucui,BR
Confresa Airport,Confresa,BR
Fazenda Poruina Airport,Serranopolis,BR
Fazenda Remanso Airport,Cacoal,BR
Musica Airport,Dom Pedrito,BR
Frisama Eldorado Airport,Eldorado Do Carajas,BR
Fazenda Globo Airport,Sapezal,BR
Fazenda Belluno Airport,Alfredo Wagner,BR
Fazenda Colorado Airport,Diamantino,BR
Monte Belo Airport,Ribas Do Rio Pardo,BR
Fazenda Sao Jose da Reunidas Airport,Sao Jose Do Xingu,BR
Fazenda Sao Vicente Airport,Uberlandia,BR
Fazenda ANB Airport,Corguinho,BR
Agropecuaria Vale do Guapore Airport,Vila Bela Da Santissima Trindade,BR
Professor Mauricio Joppert Airport,Engenheiro Navarro,BR
Frisama Acailandia Airport,Acailandia,BR
Fazenda Dois Netos Airport,Paranatinga,BR
Pedro da Costa Lima Airport,Santa Rita Do Pardo,BR
Fazenda Goiaba Airport,Tres Lagoas,BR
Aero Agricola Sapezal Airport,Sapezal,BR
Fazenda Nova Era Airport,Iguatemi,BR
Fazenda Sao Marcos Airport,Dourados,BR
Fazenda Amparo Airport,Alto Taquari,BR
Fazenda Santa Barbara Airport,Corumba,BR
Guararapes Airport,Santa Cecilia,BR
Usina Coruripe - Filial Limeira do Oeste Airport,Limeira Do Oeste,BR
Engenheiro Joaquim Martins Airport,Iramaia,BR
Fazenda Futuro Airport,Ribas Do Rio Pardo,BR
Itau de Minas Airport,Itau De Minas,BR
Fazenda Beija-Flor Airport,Esplanada,BR
Sao Joao Airport,Macambara,BR
Sao Leopoldo Airport,Itaituba,BR
Modulo Aguapei Airport,Porto Esperidiao,BR
Fazenda Jamanxin Airport,Novo Progresso,BR
Fazenda Cacique Airport,Brasilandia,BR
Pousada do Rio Roosevelt Airport,Novo Aripuana,BR
Fazenda Tanguru Airport,Querencia,BR
Pousada Rio Xingu Airport,Vitoria Do Xingu,BR
Fazenda Juliana Airport,Chupinguaia,BR
Fazenda Taquaral Airport,Alta Floresta,BR
Fazenda Campo Aberto Airport,Barreiras,BR
Michels Aviacao Agricola LTDA Airport,Sapezal,BR
Fazenda Ponto de Apoio Airport,Agua Clara,BR
Joao de Oliveira Bueno Airport,Monte Alegre De Goias,BR
Sao Francisco Airport,Itaituba,BR
Fazenda Recreio Airport,Andrelandia,BR
Fazenda Vale Verde Airport,Pium,BR
Fazenda Barra Mansa Airport,Nova Lacerda,BR
Fazenda Pilar Airport,Aveiro,BR
Fazenda Santa Emilia Airport,Aquidauana,BR
Maca Aero Airport,Tailandia,BR
Aerocampo Airport,Campo Novo Do Parecis,BR
Cotriguacu Airport,Cotriguacu,BR
Fazenda Costa Norte II Airport,Apiacas,BR
Fazenda Jatoba Airport,Uruara,BR
Boa Fe Airport,Itaituba,BR
Curiau Airport,Macapa,BR
Fazenda Cangaia Airport,Sonora,BR
Cana Airport,Normandia,BR
Canawapai Airport,Uiramuta,BR
Caracana Airport,Uiramuta,BR
Cararuau Airport,Normandia,BR
Caraparu Airport,Uiramuta,BR
Caramambatai (Mapae) Airport,Uiramuta,BR
Pista KRB Airport,Itaituba,BR
Catrimani I Airport,Mucajai,BR
Contao Airport,Normandia,BR
Cumaipa Airport,Uiramuta,BR
Cumana I Airport,Pacaraima,BR
Cumana II Airport,Pacaraima,BR
Cutia Airport,Normandia,BR
Estevao Airport,Uiramuta,BR
Flechal Airport,Uiramuta,BR
Fazenda Chaparral Airport,Lambari D`Oeste,BR
Hakoma Airport,Alto Alegre,BR
Fazenda Porto do Campo Airport,Lambari D`Oeste,BR
Halikato-U Airport,Alto Alegre,BR
Homoxi Airport,Iracema,BR
Jacamim Airport,Bonfim,BR
Fazenda Lilliani Airport,Bom Jardim,BR
Jatapuzinho Airport,Caroebe,BR
Lago Grande I Airport,Bonfim,BR
Maturuca Airport,Normandia,BR
Leao de Ouro Airport,Pacaraima,BR
Maloquinha Airport,Pacaraima,BR
Manalai Airport,Uiramuta,BR
Manoa-Pium Airport,Bonfim,BR
Maracana Airport,Normandia,BR
Marupa Airport,Bonfim,BR
Milho Airport,Boa Vista,BR
Missao Catrinami Airport,Caracarai,BR
Morro Airport,Uiramuta,BR
Mudubim I Airport,Pacaraima,BR
Mutum Airport,Uiramuta,BR
Orinduque Airport,Uiramuta,BR
Fazenda Mundo Acabado Airport,Sonora,BR
Paapiu Novo Airport,Iracema,BR
Mato Grosso Airport,Pacaraima,BR
Pacu Airport,Normandia,BR
Palimiu Airport,Alto Alegre,BR
Parafuri Airport,Alto Alegre,BR
Pedra Branca Airport,Uiramuta,BR
Pedra Preta Airport,Uiramuta,BR
Piolho Airport,Pacaraima,BR
Pipi Airport,Uiramuta,BR
Raposa Airport,Normandia,BR
Santa Isabel Airport,Pacaraima,BR
Santa Liberdade Airport,Pacaraima,BR
Santa Maria de Normandia Airport,Normandia,BR
Maragogipe Airport,Itaquirai,BR
Sao Miguel Cachoeirinha Airport,Pacaraima,BR
Sauparu Airport,Uiramuta,BR
Serra do Sol Airport,Uiramuta,BR
Soco Airport,Uiramuta,BR
Suapi Airport,Pacaraima,BR
Fazenda Mizote Airport,Sao Desiderio,BR
Clube de Esportes Aereos e Nauticos do Para Airport,Belem,BR
Ubaru Airport,Pacaraima,BR
Uraricoera Airport,Alto Alegre,BR
Nova Descoberta Airport,Itaituba,BR
Wapum Airport,Bonfim,BR
Wilimon Airport,Uiramuta,BR
Xidea Airport,Alto Alegre,BR
Fazenda Nhu-Vera Airport,Corumba,BR
Fazenda Mutum Airport,Nova Mutum,BR
Fazenda Lakanka Airport,Jussara,BR
Fazenda Tres Perobas Airport,Santa Luzia D`Oeste,BR
Fazenda Reata Airport,Campo Novo Do Parecis,BR
Fazenda Santa Luzia Airport,Nova Mutum,BR
Fazenda Botelho Airport,Nova Mamore,BR
Fazenda Nazare Airport,Corumba,BR
Novo Progresso Airport,Novo Progresso,BR
Destilaria Medasa Airport,Medeiros Neto,BR
Norte Jet Airport,Benevides,BR
Ilha dos Macacos Airport,Paranaita,BR
Fazenda Campo Alto Airport,Ribeirao Cascalheira,BR
Fazenda Sao Francisco Airport,Gouvelandia,BR
Fazenda Nhandu Airport,Novo Mundo,BR
Cosmos Aviacao Agricola Airport,Chapadao Do Ceu,BR
Fazenda Tres Lagoas Airport,Sapezal,BR
Ariquemes Airport,Ariquemes,BR
Juruti Airport,Juruti,BR
Fazenda Jaguatirica Airport,Porto Murtinho,BR
Simasa Airport,Acailandia,BR
Fazenda Modelo Airport,Agua Clara,BR
Fazenda Karla Renata Airport,Castanheira,BR
Fazenda Sao Jose do Generoso Airport,Corumba,BR
Doutor Joao Osmar de Oliveira Airport,Comodoro,BR
Fazenda Parabufalos Airport,Macapa,BR
Marfrig Frigorifico Airport,Paranatinga,BR
Fazenda Guadalupe Airport,Santo Antonio Do Aracangua,BR
Fazenda Brinquinho Airport,Sao Desiderio,BR
Fazenda Sao Miguel Airport,Sao Desiderio,BR
EMAL - Pimenta Bueno Airport,Pimenta Bueno,BR
Pista Branca de Neve Airport,Itaituba,BR
Fazenda Palma Airport,Luziania,BR
Fazenda Pirapitinga Airport,Cocalzinho De Goias,BR
Marcos da Cunha Airport,Luis Eduardo Magalhaes,BR
Fazenda Australia Airport,Deodapolis,BR
Xingo Airport,Piranhas,BR
Aero Rural Airport,Alta Floresta,BR
Avstal Airport,Unai,BR
Fazenda Monte Belo Airport,Barra Do Bugres,BR
Pau D`Arco Airport,Itaituba,BR
Fazenda Guimaraes Airport,Lucas Do Rio Verde,BR
Fazenda Guimaraes II Airport,Lucas Do Rio Verde,BR
Fazenda Cidade Verde Airport,Poxoreo,BR
Fazenda Clarim Airport,Sao Desiderio,BR
Fazenda Symalu Airport,Cumaru Do Norte,BR
Fazenda Sao Roque do Vale do Rio Negro Airport,Aquidauana,BR
Bonacin Airport,Piraquara,BR
Fazenda Londrina Airport,Campo Novo Do Parecis,BR
Fazenda Tempero Seco Airport,Labrea,BR
Porto Jofre Airport,Pocone,BR
Barra do Vento Airport,Boa Vista,BR
Quirinopolis Airport,Quirinopolis,BR
Fazenda Terra Alta Airport,Portel,BR
Jacarezinho Airport,Valparaiso,BR
Paredao da Serra Airport,Chapada Dos Guimaraes,BR
Fazenda Haras RPC Airport,Nova Lima,BR
Usina Santa Luiza Airport,Motuca,BR
Fazenda Uruara Airport,Uruara,BR
Dona Iracema Airport,Porto Nacional,BR
Pesqueiro Xingu Airport,Sao Felix Do Xingu,BR
Fazenda VR Airport,Santa Cruz Do Xingu,BR
Serra da Borda Airport,Vila Bela Da Santissima Trindade,BR
Rio Grande Airport,Rio Grande,BR
Fazenda Galheiro Airport,Campo Verde,BR
Condominio Boa Esperanca Airport,Baixa Grande Do Ribeiro,BR
Agromineral Mutum Airport,Itaituba,BR
Agropecuaria Sao Roberto Airport,Santana Do Araguaia,BR
Fazenda do Acucar Airport,Nobres,BR
Fazenda Santa Elisa Airport,Auriflama,BR
Fazenda Santangelo Agropecuaria Airport,Miranda,BR
Fazenda Barreiro Airport,Parauna,BR
Fazenda Guanabara Airport,Junqueiropolis,BR
Fazenda Arrendamento Airport,Paranatinga,BR
PCH Garganta da Jararaca Airport,Nova Maringa,BR
PCH Buriti Airport,Agua Clara,BR
Fazenda Aimores Airport,Juti,BR
Fazenda Sao Sebastiao do Castelo Airport,Corumba,BR
Fazenda Sao Bento Airport,Sidrolandia,BR
Serabi Airport,Itaituba,BR
Agropecuaria Barrinha Airport,Sao Francisco Sales,BR
Sonhar Airport,Governador Celso Ramos,BR
Fazenda Sao Jose do Cangalha Airport,Agua Clara,BR
Mario Spada Airport,Minas Novas,BR
Fazenda Santa Luiza Airport,Icaraima,BR
Fazenda Santa Rita Airport,Itaruma,BR
Fazenda Carvalho Airport,Sao Luiz Do Norte,BR
Fazenda Divisao II Airport,Lucas Do Rio Verde,BR
Fazenda Santa Rosa Airport,Mara Rosa,BR
Agrifor Airport,Sorriso,BR
Fazenda Sao Marcus Airport,Vila Alta,BR
Cristal Airport,Bora,BR
Fazenda Buriti Airport,Chapada Dos Guimaraes,BR
Fazenda Mequens Airport,Alta Floresta D`Oeste,BR
Fazenda Calcario Tangara Airport,Tangara Da Serra,BR
Fazenda Iapo Airport,Tibagi,BR
Fazenda Guanabara Airport,Nova Alvorada Do Sul,BR
Ecofly Airport,Brotas,BR
Aero Agricola Gaivota Airport,Jaguapita,BR
Santa Cecilia Airport,Mirandopolis,BR
Fazenda Alvorada do Caxingo Airport,Monte Alegre De Goias,BR
Sao Jose Airport,Campo Novo Do Parecis,BR
Boa Safra Airport,Tapura,BR
Fazenda Santa tereza Airport,Petropolis,BR
Terra Santa Airport,Terra Santa,BR
Fazenda Lagoa do Barro Airport,Novo Planalto,BR
Fazenda Tucano Airport,Campo Novo Do Parecis,BR
Fazenda Guerra Airport,Juara,BR
Dom Eliseu Airport,Dom Eliseu,BR
Fazenda Ipanema Airport,Correntina,BR
Fazenda Rio Azul Airport,Vila Bela Da Santissima Trindade,BR
Jardim Paraiso Airport,Luis Eduardo Magalhaes,BR
Usina Dourados Airport,Dourados,BR
Fazenda Lagoinha Airport,Pedrinopolis,BR
Fazenda Juina Airport,Campos De Julio,BR
Fazenda Capitao Verdi Airport,Tangara Da Serra,BR
Fazenda Rio Pardo Airport,Iaras,BR
Fazenda Vista Alegre Airport,Tres Lagoas,BR
Fazenda Acara Airport,Britania,BR
Fazenda Parana Airport,Nova Roma,BR
Fazenda Sagrado Coracao de Jesus Airport,Vila Bela Da Santissima Trindade,BR
Ibiporanga da Felicidade Airport,Tanabi,BR
Nazare da Felicidade Airport,Buritizeiro,BR
Fazenda Colorado Airport,Figueirao,BR
Fazenda Cachoeirinha Airport,Perdizes,BR
Estancia California Airport,Alta Floresta,BR
Fazenda do Limao Airport,Almeirim,BR
Aragarcas Airport,Aragarcas,BR
Vila Pitinga Airport,Presidente Figueiredo,BR
Trialcool Airport,Canapolis,BR
Fazenda Sao Joaquim Airport,Jardim,BR
Vale do Paranaiba Airport,Capinopolis,BR
Fazenda Catelani Airport,Minacu,BR
Campos Gerais Airport,Balsas,BR
Pagrisa Airport,Ulianopolis,BR
Haras Bela Vista Airport,Sao Miguel Do Tocantins,BR
Fazenda Sao Paulo Airport,Sapezal,BR
Usina Maracaju Airport,Maracaju,BR
Pouso Alto Airport,Piracanjuba,BR
Fazenda Nossa Senhora da Muxima Airport,Agua Clara,BR
Usina Passa Tempo Airport,Rio Brilhante,BR
Fazenda Arariba Airport,Canarana,BR
Itagro Airport,Alegrete,BR
Fazenda Santa Ines Airport,Nova Brasilandia,BR
Fazenda Flor Airport,Campo Grande,BR
Boca da Mata Airport,Gaucha Do Norte,BR
Fazenda Sanga Funda Airport,Sapezal,BR
Fazenda Santa Dulcina Airport,Taquarituba,BR
Terra Santa Airport,Barra Do Bugres,BR
Warpol Airport,Sao Desiderio,BR
Jose Dona Airport,Birigui,BR
Fazenda Sucuri Airport,Itiquira,BR
Fazenda Ideal Airport,Nova Venecia,BR
Fazenda Sao Judas Airport,Sao Miguel Do Araguaia,BR
Fazenda Cachoeira Preta Airport,Agua Clara,BR
Rio Alegre Airport,Euclides Da Cunha Paulista,BR
Aeromis Airport,Bage,BR
Aquapey Airport,Porto Esperdiao,BR
Usina Santa Cruz Airport,Santa Cruz Cabralia,BR
Fazenda Agroplan Airport,Sao Felix Do Araguaia,BR
Aguas Frias Airport,Irai,BR
Carolina de Assis Repetto Airport,Lima Duarte,BR
Parque Fazenda Bom Futuro Airport,Pocone,BR
Veracel Airport,Belmonte,BR
Fazenda Bela Vista Airport,Amambai,BR
Fazenda 3M Airport,Nova Alvorada Do Sul,BR
Recreio Airport,Ponta Pora,BR
Fazenda Kajussol Airport,Santa Luzia D`Oeste,BR
Agua Fria Airport,Pacaraima,BR
Ajarani Airport,Caracarai,BR
Alto Mucajai Airport,Alto Alegre,BR
Arai Airport,Pacaraima,BR
Aratha-U Airport,Alto Alegre,BR
Baixo Catrimani Airport,Caracarai,BR
Baixo Mucajai Airport,Alto Alegre,BR
Bala Airport,Pacaraima,BR
Bananal Airport,Pacaraima,BR
Bananeira Airport,Uiramuta,BR
Caju Airport,Pacaraima,BR
Camara Airport,Normandia,BR
Campo Formoso Airport,Pacaraima,BR
Campo Grande Airport,Pacaraima,BR
Fazenda Santa Terezinha Airport,Santa Terezinha,BR
Rio do Sangue Airport,Brasnorte,BR
Fazenda Lagoa Encantada Airport,Primavera Do Leste,BR
Capao Alto Airport,Tapes,BR
Vale do Tucana Airport,Castanheira,BR
Destilaria Sao Luiz Airport,Maraial,BR
Fazenda Bandeiras Airport,Corumba,BR
Fazenda Brioso Airport,Tres Lagoas,BR
Fazenda Campo Triste Airport,Tres Lagoas,BR
Leonel de Moura Brizola Airport,Confresa,BR
Fazenda Rio do Fogo Airport,Nova Santa Helena,BR
Carlos Alberto Pinto Airport,Arraias,BR
Fazenda Boi Branco Airport,Corumba,BR
Mathovi Airport,Novo Mundo,BR
Fazenda Monte Alegre Airport,Corrente,BR
Fazenda Italia Airport,Urucui,BR
Fazenda Canel Airport,Urucui,BR
